filepath,species,genus,family,split,ivc_score,ivc_category
data\fauna_seleccionada_bosque_atlantico\images\Cracidae\Pipile\Pipile_jacutinga\318250697_575156861.jpg,Pipile jacutinga,Pipile,Cracidae,query,6,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Cracidae\Pipile\Pipile_jacutinga\319414068_577382855.jpg,Pipile jacutinga,Pipile,Cracidae,query,6,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Cracidae\Pipile\Pipile_jacutinga\321870731_582163877.jpg,Pipile jacutinga,Pipile,Cracidae,query,6,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Cracidae\Pipile\Pipile_jacutinga\323104648_584610881.jpg,Pipile jacutinga,Pipile,Cracidae,query,6,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Cracidae\Pipile\Pipile_jacutinga\324047291_586440135.jpg,Pipile jacutinga,Pipile,Cracidae,query,6,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Cracidae\Pipile\Pipile_jacutinga\326124429_590594857.jpg,Pipile jacutinga,Pipile,Cracidae,query,6,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Cracidae\Pipile\Pipile_jacutinga\332645513_603736716.jpg,Pipile jacutinga,Pipile,Cracidae,gallery,6,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Cracidae\Pipile\Pipile_jacutinga\336026220_610553008.jpg,Pipile jacutinga,Pipile,Cracidae,query,6,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Cuniculidae\Cuniculus\Cuniculus_paca\102431438_171222229.jpg,Cuniculus paca,Cuniculus,Cuniculidae,query,2,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Cuniculidae\Cuniculus\Cuniculus_paca\104193536_174567707.jpg,Cuniculus paca,Cuniculus,Cuniculidae,query,2,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Cuniculidae\Cuniculus\Cuniculus_paca\104539742_175187908.jpg,Cuniculus paca,Cuniculus,Cuniculidae,query,2,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Cuniculidae\Cuniculus\Cuniculus_paca\108438927_182574276.jpg,Cuniculus paca,Cuniculus,Cuniculidae,query,2,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Cuniculidae\Cuniculus\Cuniculus_paca\126124026_213960957.jpg,Cuniculus paca,Cuniculus,Cuniculidae,query,2,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Cuniculidae\Cuniculus\Cuniculus_paca\156963424_271459099.jpg,Cuniculus paca,Cuniculus,Cuniculidae,query,2,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Cuniculidae\Cuniculus\Cuniculus_paca\157894009_272943621.jpg,Cuniculus paca,Cuniculus,Cuniculidae,gallery,2,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Cuniculidae\Cuniculus\Cuniculus_paca\158425065_273801000.jpg,Cuniculus paca,Cuniculus,Cuniculidae,query,2,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Cuniculidae\Cuniculus\Cuniculus_paca\159229602_275077978.jpg,Cuniculus paca,Cuniculus,Cuniculidae,query,2,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Cuniculidae\Cuniculus\Cuniculus_paca\185017792_323053325.jpg,Cuniculus paca,Cuniculus,Cuniculidae,gallery,2,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Cuniculidae\Cuniculus\Cuniculus_paca\20518052_31670534.jpg,Cuniculus paca,Cuniculus,Cuniculidae,query,2,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Cuniculidae\Cuniculus\Cuniculus_paca\244916937_436955715.jpg,Cuniculus paca,Cuniculus,Cuniculidae,query,2,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Cuniculidae\Cuniculus\Cuniculus_paca\262749104_471888159.jpg,Cuniculus paca,Cuniculus,Cuniculidae,query,2,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Cuniculidae\Cuniculus\Cuniculus_paca\266530860_478900206.jpg,Cuniculus paca,Cuniculus,Cuniculidae,query,2,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Cuniculidae\Cuniculus\Cuniculus_paca\280618726_504016739.jpg,Cuniculus paca,Cuniculus,Cuniculidae,query,2,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Cuniculidae\Cuniculus\Cuniculus_paca\297586453_535949500.jpg,Cuniculus paca,Cuniculus,Cuniculidae,query,2,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Cuniculidae\Cuniculus\Cuniculus_paca\304037571_548055712.jpg,Cuniculus paca,Cuniculus,Cuniculidae,query,2,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Cuniculidae\Cuniculus\Cuniculus_paca\315054400_569101458.jpg,Cuniculus paca,Cuniculus,Cuniculidae,gallery,2,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Cuniculidae\Cuniculus\Cuniculus_paca\317524528_573774877.jpg,Cuniculus paca,Cuniculus,Cuniculidae,gallery,2,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Cuniculidae\Cuniculus\Cuniculus_paca\317978389_574641840.jpg,Cuniculus paca,Cuniculus,Cuniculidae,query,2,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Cuniculidae\Cuniculus\Cuniculus_paca\319662149_577860998.jpg,Cuniculus paca,Cuniculus,Cuniculidae,query,2,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Cuniculidae\Cuniculus\Cuniculus_paca\334232135_606904773.jpg,Cuniculus paca,Cuniculus,Cuniculidae,query,2,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Cuniculidae\Cuniculus\Cuniculus_paca\334837219_608150952.jpg,Cuniculus paca,Cuniculus,Cuniculidae,query,2,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Cuniculidae\Cuniculus\Cuniculus_paca\5410635_6650088.jpg,Cuniculus paca,Cuniculus,Cuniculidae,query,2,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Dasypodidae\Dasypus\Dasypus_novemcinctus\252071560_451160805.jpg,Dasypus novemcinctus,Dasypus,Dasypodidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Dasypodidae\Dasypus\Dasypus_novemcinctus\252885762_452743175.jpg,Dasypus novemcinctus,Dasypus,Dasypodidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Dasypodidae\Dasypus\Dasypus_novemcinctus\254900847_456681378.jpg,Dasypus novemcinctus,Dasypus,Dasypodidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Dasypodidae\Dasypus\Dasypus_novemcinctus\255533889_457947255.jpg,Dasypus novemcinctus,Dasypus,Dasypodidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Dasypodidae\Dasypus\Dasypus_novemcinctus\258597696_464006933.jpg,Dasypus novemcinctus,Dasypus,Dasypodidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Dasypodidae\Dasypus\Dasypus_novemcinctus\258679393_464174632.jpg,Dasypus novemcinctus,Dasypus,Dasypodidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Dasypodidae\Dasypus\Dasypus_novemcinctus\258959514_464744572.jpg,Dasypus novemcinctus,Dasypus,Dasypodidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Dasypodidae\Dasypus\Dasypus_novemcinctus\259775453_466395086.jpg,Dasypus novemcinctus,Dasypus,Dasypodidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Dasypodidae\Dasypus\Dasypus_novemcinctus\259905850_466646167.jpg,Dasypus novemcinctus,Dasypus,Dasypodidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Dasypodidae\Dasypus\Dasypus_novemcinctus\260934347_468686175.jpg,Dasypus novemcinctus,Dasypus,Dasypodidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Dasypodidae\Dasypus\Dasypus_novemcinctus\261003157_468824290.jpg,Dasypus novemcinctus,Dasypus,Dasypodidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Dasypodidae\Dasypus\Dasypus_novemcinctus\261270873_469355711.jpg,Dasypus novemcinctus,Dasypus,Dasypodidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Dasypodidae\Dasypus\Dasypus_novemcinctus\262552774_471581871.jpg,Dasypus novemcinctus,Dasypus,Dasypodidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Dasypodidae\Dasypus\Dasypus_novemcinctus\263112957_472617514.jpg,Dasypus novemcinctus,Dasypus,Dasypodidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Dasypodidae\Dasypus\Dasypus_novemcinctus\263292546_472974887.jpg,Dasypus novemcinctus,Dasypus,Dasypodidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Dasypodidae\Dasypus\Dasypus_novemcinctus\267805763_481311384.jpg,Dasypus novemcinctus,Dasypus,Dasypodidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Dasypodidae\Dasypus\Dasypus_novemcinctus\269488199_484546785.jpg,Dasypus novemcinctus,Dasypus,Dasypodidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Dasypodidae\Dasypus\Dasypus_novemcinctus\271670695_491693192.jpg,Dasypus novemcinctus,Dasypus,Dasypodidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Dasypodidae\Dasypus\Dasypus_novemcinctus\272026549_489369884.jpg,Dasypus novemcinctus,Dasypus,Dasypodidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Dasypodidae\Dasypus\Dasypus_novemcinctus\272198288_489696501.jpg,Dasypus novemcinctus,Dasypus,Dasypodidae,gallery,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Dasypodidae\Dasypus\Dasypus_novemcinctus\272691651_490602828.jpg,Dasypus novemcinctus,Dasypus,Dasypodidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Dasypodidae\Dasypus\Dasypus_novemcinctus\275189159_494548673.jpg,Dasypus novemcinctus,Dasypus,Dasypodidae,gallery,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Dasypodidae\Dasypus\Dasypus_novemcinctus\278602252_500255938.jpg,Dasypus novemcinctus,Dasypus,Dasypodidae,gallery,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Dasypodidae\Dasypus\Dasypus_novemcinctus\279531292_501964410.jpg,Dasypus novemcinctus,Dasypus,Dasypodidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Dasypodidae\Dasypus\Dasypus_novemcinctus\282890695_508279868.jpg,Dasypus novemcinctus,Dasypus,Dasypodidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Dasypodidae\Dasypus\Dasypus_novemcinctus\289677376_520966908.jpg,Dasypus novemcinctus,Dasypus,Dasypodidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Dasypodidae\Dasypus\Dasypus_novemcinctus\290556193_522705497.jpg,Dasypus novemcinctus,Dasypus,Dasypodidae,gallery,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Dasypodidae\Dasypus\Dasypus_novemcinctus\294548214_530181873.jpg,Dasypus novemcinctus,Dasypus,Dasypodidae,gallery,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Dasypodidae\Dasypus\Dasypus_novemcinctus\297727234_536212599.jpg,Dasypus novemcinctus,Dasypus,Dasypodidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Dasypodidae\Dasypus\Dasypus_novemcinctus\301211828_542766641.jpg,Dasypus novemcinctus,Dasypus,Dasypodidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Dasypodidae\Dasypus\Dasypus_novemcinctus\306147231_552067267.jpg,Dasypus novemcinctus,Dasypus,Dasypodidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Dasypodidae\Dasypus\Dasypus_novemcinctus\309115247_557765858.jpg,Dasypus novemcinctus,Dasypus,Dasypodidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Dasypodidae\Dasypus\Dasypus_novemcinctus\311800560_562889041.jpg,Dasypus novemcinctus,Dasypus,Dasypodidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Dasypodidae\Dasypus\Dasypus_novemcinctus\312557967_564336851.jpg,Dasypus novemcinctus,Dasypus,Dasypodidae,gallery,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Dasypodidae\Dasypus\Dasypus_novemcinctus\315098462_569188070.jpg,Dasypus novemcinctus,Dasypus,Dasypodidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Dasypodidae\Dasypus\Dasypus_novemcinctus\316802393_572401421.jpg,Dasypus novemcinctus,Dasypus,Dasypodidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Dasypodidae\Dasypus\Dasypus_novemcinctus\317524523_573774869.jpg,Dasypus novemcinctus,Dasypus,Dasypodidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Dasypodidae\Dasypus\Dasypus_novemcinctus\319039790_576672670.jpg,Dasypus novemcinctus,Dasypus,Dasypodidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Dasypodidae\Dasypus\Dasypus_novemcinctus\320207870_578912679.jpg,Dasypus novemcinctus,Dasypus,Dasypodidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Dasypodidae\Dasypus\Dasypus_novemcinctus\320301810_579094786.jpg,Dasypus novemcinctus,Dasypus,Dasypodidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Dasypodidae\Dasypus\Dasypus_novemcinctus\320707146_579888586.jpg,Dasypus novemcinctus,Dasypus,Dasypodidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Dasypodidae\Dasypus\Dasypus_novemcinctus\321445821_581342669.jpg,Dasypus novemcinctus,Dasypus,Dasypodidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Dasypodidae\Dasypus\Dasypus_novemcinctus\325713086_589767749.jpg,Dasypus novemcinctus,Dasypus,Dasypodidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Dasypodidae\Dasypus\Dasypus_novemcinctus\326463896_591268120.jpg,Dasypus novemcinctus,Dasypus,Dasypodidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Dasypodidae\Dasypus\Dasypus_novemcinctus\326993404_592326463.jpg,Dasypus novemcinctus,Dasypus,Dasypodidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Dasypodidae\Dasypus\Dasypus_novemcinctus\328752975_595792348.jpg,Dasypus novemcinctus,Dasypus,Dasypodidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Dasypodidae\Dasypus\Dasypus_novemcinctus\329506908_597302410.jpg,Dasypus novemcinctus,Dasypus,Dasypodidae,gallery,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Dasypodidae\Dasypus\Dasypus_novemcinctus\329892816_598082966.jpg,Dasypus novemcinctus,Dasypus,Dasypodidae,gallery,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Dasypodidae\Dasypus\Dasypus_novemcinctus\330097749_598502042.jpg,Dasypus novemcinctus,Dasypus,Dasypodidae,gallery,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Dasypodidae\Dasypus\Dasypus_novemcinctus\330136016_598580517.jpg,Dasypus novemcinctus,Dasypus,Dasypodidae,gallery,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Dasypodidae\Dasypus\Dasypus_novemcinctus\330210758_598734045.jpg,Dasypus novemcinctus,Dasypus,Dasypodidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Dasypodidae\Dasypus\Dasypus_novemcinctus\331416766_601218106.jpg,Dasypus novemcinctus,Dasypus,Dasypodidae,gallery,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Dasypodidae\Dasypus\Dasypus_novemcinctus\333101130_604673226.jpg,Dasypus novemcinctus,Dasypus,Dasypodidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Dasypodidae\Dasypus\Dasypus_novemcinctus\333998365_606442747.jpg,Dasypus novemcinctus,Dasypus,Dasypodidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Dasypodidae\Dasypus\Dasypus_novemcinctus\334211092_606872886.jpg,Dasypus novemcinctus,Dasypus,Dasypodidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Dasypodidae\Dasypus\Dasypus_novemcinctus\334443965_607352545.jpg,Dasypus novemcinctus,Dasypus,Dasypodidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Dasypodidae\Dasypus\Dasypus_novemcinctus\334481181_607426444.jpg,Dasypus novemcinctus,Dasypus,Dasypodidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Dasypodidae\Dasypus\Dasypus_novemcinctus\334665156_607797962.jpg,Dasypus novemcinctus,Dasypus,Dasypodidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Dasypodidae\Dasypus\Dasypus_novemcinctus\334797794_608067841.jpg,Dasypus novemcinctus,Dasypus,Dasypodidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Dasypodidae\Dasypus\Dasypus_novemcinctus\335553488_609604487.jpg,Dasypus novemcinctus,Dasypus,Dasypodidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Dasypodidae\Dasypus\Dasypus_novemcinctus\336027655_610555695.jpg,Dasypus novemcinctus,Dasypus,Dasypodidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Dasypodidae\Dasypus\Dasypus_novemcinctus\336228125_610953997.jpg,Dasypus novemcinctus,Dasypus,Dasypodidae,gallery,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Dasypodidae\Dasypus\Dasypus_novemcinctus\336473615_611449826.jpg,Dasypus novemcinctus,Dasypus,Dasypodidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Dasypodidae\Dasypus\Dasypus_novemcinctus\336588111_611684271.jpg,Dasypus novemcinctus,Dasypus,Dasypodidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Dasyproctidae\Dasyprocta\Dasyprocta_azarae\260426308_467682701.jpg,Dasyprocta azarae,Dasyprocta,Dasyproctidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Dasyproctidae\Dasyprocta\Dasyprocta_azarae\267590105_480898382.jpg,Dasyprocta azarae,Dasyprocta,Dasyproctidae,gallery,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Dasyproctidae\Dasyprocta\Dasyprocta_azarae\268487243_482613684.jpg,Dasyprocta azarae,Dasyprocta,Dasyproctidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Dasyproctidae\Dasyprocta\Dasyprocta_azarae\269330379_484244363.jpg,Dasyprocta azarae,Dasyprocta,Dasyproctidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Dasyproctidae\Dasyprocta\Dasyprocta_azarae\270457411_486429342.jpg,Dasyprocta azarae,Dasyprocta,Dasyproctidae,gallery,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Dasyproctidae\Dasyprocta\Dasyprocta_azarae\272448248_490160925.jpg,Dasyprocta azarae,Dasyprocta,Dasyproctidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Dasyproctidae\Dasyprocta\Dasyprocta_azarae\272448249_490160973.jpg,Dasyprocta azarae,Dasyprocta,Dasyproctidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Dasyproctidae\Dasyprocta\Dasyprocta_azarae\273734014_492258198.jpg,Dasyprocta azarae,Dasyprocta,Dasyproctidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Dasyproctidae\Dasyprocta\Dasyprocta_azarae\274072222_492780756.jpg,Dasyprocta azarae,Dasyprocta,Dasyproctidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Dasyproctidae\Dasyprocta\Dasyprocta_azarae\278829130_500671103.jpg,Dasyprocta azarae,Dasyprocta,Dasyproctidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Dasyproctidae\Dasyprocta\Dasyprocta_azarae\278860717_500729533.jpg,Dasyprocta azarae,Dasyprocta,Dasyproctidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Dasyproctidae\Dasyprocta\Dasyprocta_azarae\280298074_503373128.jpg,Dasyprocta azarae,Dasyprocta,Dasyproctidae,gallery,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Dasyproctidae\Dasyprocta\Dasyprocta_azarae\281369299_505430000.jpg,Dasyprocta azarae,Dasyprocta,Dasyproctidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Dasyproctidae\Dasyprocta\Dasyprocta_azarae\283634380_509667451.jpg,Dasyprocta azarae,Dasyprocta,Dasyproctidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Dasyproctidae\Dasyprocta\Dasyprocta_azarae\283969560_513803583.jpg,Dasyprocta azarae,Dasyprocta,Dasyproctidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Dasyproctidae\Dasyprocta\Dasyprocta_azarae\284725226_511731007.jpg,Dasyprocta azarae,Dasyprocta,Dasyproctidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Dasyproctidae\Dasyprocta\Dasyprocta_azarae\286329716_514737600.jpg,Dasyprocta azarae,Dasyprocta,Dasyproctidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Dasyproctidae\Dasyprocta\Dasyprocta_azarae\287658570_517237211.jpg,Dasyprocta azarae,Dasyprocta,Dasyproctidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Dasyproctidae\Dasyprocta\Dasyprocta_azarae\289057887_519872666.jpg,Dasyprocta azarae,Dasyprocta,Dasyproctidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Dasyproctidae\Dasyprocta\Dasyprocta_azarae\291320294_524132715.jpg,Dasyprocta azarae,Dasyprocta,Dasyproctidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Dasyproctidae\Dasyprocta\Dasyprocta_azarae\294559201_530197896.jpg,Dasyprocta azarae,Dasyprocta,Dasyproctidae,query,3,Medio
